PolicyID,Line,Construction,TIV_2012
788047,Residential,Wood,525651.13
686006,Commercial,Reinforced Masonry,4016980.96
142851,Commercial,Reinforced Masonry,10530000
351231,Commercial,Reinforced Masonry,6114772.38
891433,Commercial,Reinforced Masonry,6597613.96
247416,Commercial,Reinforced Masonry,5373168.37
545611,Commercial,Reinforced Masonry,7448996.43
581060,Commercial,Reinforced Masonry,6035881.71
222980,Commercial,Reinforced Masonry,6068517.53
106020,Commercial,Reinforced Masonry,2248980.98
743699,Residential,Wood,103446.85
353785,Residential,Wood,189214.34
509775,Residential,Wood,169929.9
478427,Residential,Wood,160350.84
627736,Residential,Wood,102150.05
911119,Residential,Wood,208517.33
822964,Residential,Wood,150510.39
381183,Residential,Masonry,722858.69
870643,Residential,Masonry,1223957.08
664824,Residential,Masonry,1269885.28
108226,Residential,Wood,52571.11
121836,Residential,Wood,49299.35
693397,Residential,Wood,68265.15
933190,Residential,Masonry,1693556.98
155981,Residential,Wood,253519.47
611262,Residential,Wood,72052.42
916488,Residential,Wood,163080.92
411505,Residential,Wood,187756.81
259911,Residential,Wood,191547.61
513109,Residential,Wood,136002.24
479888,Residential,Wood,176473.99
215568,Residential,Wood,110148.98
696889,Residential,Wood,125429.99
645672,Residential,Wood,82814.95
237535,Residential,Wood,143997.94
612606,Residential,Wood,83701.28
289584,Residential,Wood,182264.54
146861,Residential,Wood,109947.23
630662,Residential,Wood,149541.37
585624,Residential,Wood,150661.56
458695,Residential,Masonry,509436.26
261115,Residential,Wood,94692.08
965755,Residential,Wood,88337.3
389918,Residential,Wood,70720.04
869031,Commercial,Reinforced Masonry,8069047.99
699150,Residential,Wood,102369.18
929632,Residential,Wood,184013.6
166735,Residential,Wood,148142.13
310208,Residential,Wood,152845.06
522674,Commercial,Reinforced Masonry,8742881.62
991887,Residential,Wood,150330.18
705780,Residential,Wood,154471.13
619315,Residential,Wood,99314.99
128879,Residential,Wood,106737.03
429953,Commercial,Reinforced Concrete,16920000
787622,Residential,Wood,74422.03
773945,Residential,Masonry,332235.15
989027,Residential,Wood,1015.49
398650,Commercial,Reinforced Masonry,7131234.41
941509,Commercial,Reinforced Masonry,3558495.66
508350,Residential,Wood,193538.81
903064,Commercial,Reinforced Concrete,26550000
333578,Residential,Masonry,1382908.68
246771,Commercial,Reinforced Masonry,3214474.03
420315,Residential,Masonry,478717.41
417020,Residential,Wood,255272.04
351468,Commercial,Reinforced Masonry,4879253.86
170046,Commercial,Reinforced Masonry,3612637.13
627408,Commercial,Reinforced Masonry,2976155.69
889208,Commercial,Reinforced Masonry,1990450.9
291785,Residential,Masonry,897802.25
428729,Residential,Masonry,872999.35
846920,Residential,Masonry,382292.86
106615,Residential,Masonry,433136.07
417998,Residential,Masonry,273899.5
644502,Residential,Masonry,1762433.08
640266,Commercial,Reinforced Masonry,4113598.39
324517,Commercial,Reinforced Masonry,3518247.75
569339,Residential,Masonry,1731798.06
221403,Residential,Masonry,1009339.14
268532,Residential,Masonry,412730.87
382436,Residential,Wood,19470.78
471765,Residential,Masonry,2220502.44
677434,Residential,Masonry,435722.61
191466,Residential,Masonry,2169237.77
172512,Commercial,Reinforced Masonry,3584705.63
371231,Residential,Wood,221703.33
447651,Residential,Masonry,907469.99
442174,Commercial,Reinforced Masonry,1616979.63
170604,Residential,Masonry,1096563.73
783412,Residential,Masonry,1280022.97
852592,Residential,Masonry,709153.77
832323,Residential,Masonry,880853.72
942666,Residential,Wood,302681.71
898953,Residential,Masonry,1409197.19
323567,Residential,Masonry,602451.29
360117,Residential,Wood,300195.5
383443,Residential,Wood,65062.78
922321,Residential,Wood,167697.88
552486,Commercial,Reinforced Masonry,3364108.4
502755,Residential,Wood,427108.51
918793,Residential,Masonry,1447228.4
945779,Residential,Wood,75388.03
327017,Residential,Wood,67643.02
281164,Residential,Wood,92595.78
323690,Commercial,Reinforced Masonry,5925566.88
447193,Residential,Wood,351261.61
414455,Residential,Masonry,446679.91
797000,Residential,Masonry,1417783.23
371060,Residential,Masonry,1329497.93
791620,Residential,Wood,87633.13
232567,Residential,Masonry,1657529.61
370762,Residential,Masonry,303411.3
753498,Residential,Masonry,2386574.22
377758,Commercial,Reinforced Masonry,1885961.39
196554,Residential,Wood,343949.03
529962,Residential,Wood,343506.19
509091,Commercial,Reinforced Masonry,3009593.08
535241,Residential,Wood,235354.9
594847,Residential,Masonry,611934.96
705401,Residential,Wood,331736.72
746267,Residential,Masonry,1999666.66
229188,Residential,Masonry,1721716.14
462689,Residential,Wood,57257.34
845605,Residential,Wood,9026.23
595504,Residential,Masonry,940042.46
992782,Residential,Wood,248260.93
608738,Residential,Wood,158508.55
884782,Residential,Wood,76148.41
968162,Residential,Masonry,1668879.98
725463,Residential,Wood,123729.6
728292,Residential,Masonry,2222753.4
692758,Residential,Wood,12260.81
522002,Residential,Wood,6761.27
485335,Residential,Wood,7898.31
171406,Residential,Wood,6218.89
492735,Residential,Wood,4279.72
378953,Residential,Wood,6062.95
333156,Residential,Wood,140483.08
707431,Residential,Wood,125659.12
603169,Residential,Wood,89444.87
435161,Residential,Wood,96264.75
700837,Residential,Wood,92074.83
135033,Residential,Wood,136049.33
753524,Residential,Wood,100925.68
422103,Residential,Wood,148212.4
688504,Residential,Wood,107656.74
722162,Residential,Wood,116274.22
566264,Residential,Wood,100695.31
463490,Residential,Wood,59437.26
659802,Residential,Wood,79900.58
482066,Residential,Wood,63702.68
178447,Residential,Masonry,2504316.6
590412,Commercial,Reinforced Concrete,11700000
895401,Residential,Masonry,1252429.3
864549,Residential,Wood,94627.85
177678,Residential,Wood,85138.69
145365,Residential,Wood,112163.36
917590,Residential,Wood,131167.51
280012,Residential,Wood,198786.52
191965,Residential,Wood,18140.96
395080,Commercial,Reinforced Masonry,4188397.93
783018,Commercial,Reinforced Masonry,3402591.87
410160,Residential,Wood,147361.03
992982,Residential,Wood,106442.86
391538,Commercial,Reinforced Concrete,21780000
371014,Residential,Masonry,2266773.09
127045,Residential,Wood,54546.19
239736,Residential,Wood,63929.92
595751,Residential,Wood,117413.4
869288,Residential,Wood,81870.07
744006,Residential,Masonry,2379802.33
802954,Residential,Wood,176921.67
402172,Commercial,Reinforced Masonry,11520000
840295,Commercial,Reinforced Masonry,3441658.41
802144,Residential,Masonry,537360.32
280639,Residential,Wood,164908.14
610885,Residential,Wood,321749.21
919387,Residential,Wood,188199.06
849554,Residential,Wood,294857.33
107060,Residential,Wood,210880.01
744261,Residential,Masonry,590869.47
257223,Residential,Masonry,285901.92
279325,Residential,Wood,93278.3
892634,Residential,Wood,119705.04
478161,Commercial,Reinforced Masonry,6464254.92
121025,Residential,Masonry,1122959.92
327168,Residential,Wood,318484.79
822019,Residential,Wood,177821.88
249206,Residential,Wood,163585.85
455794,Residential,Wood,154703.36
244321,Commercial,Reinforced Masonry,2360910.24
440412,Commercial,Reinforced Masonry,4799946.06
673803,Residential,Masonry,1648945.92
960976,Commercial,Reinforced Masonry,4257546.53
139941,Residential,Masonry,2542267.12
827893,Residential,Masonry,2219831.97
289711,Residential,Masonry,2423488.59
855251,Residential,Wood,147429.66
434057,Residential,Wood,95886.83
465763,Residential,Masonry,1793486.19
502960,Residential,Masonry,490963.04
367709,Residential,Wood,100096.29
623154,Residential,Wood,141951.66
164283,Residential,Masonry,743580.59
928885,Residential,Masonry,2521358.99
176280,Commercial,Reinforced Masonry,3060821.96
496147,Residential,Wood,355523.04
133573,Residential,Masonry,1167426.52
291806,Commercial,Reinforced Concrete,26910000
431369,Residential,Masonry,2196406.37
945612,Commercial,Reinforced Masonry,3767001.4
131825,Residential,Masonry,1386357.41
918546,Residential,Masonry,1527932.97
277557,Residential,Wood,114412.34
543903,Residential,Wood,214917.33
993552,Residential,Masonry,1115384.15
856215,Residential,Wood,602679.25
216770,Residential,Masonry,1289946.16
715990,Residential,Masonry,752166.3
400294,Residential,Masonry,771890.27
607571,Residential,Masonry,1019715.93
527228,Commercial,Reinforced Masonry,5221238.22
201458,Residential,Wood,32185.41
991496,Residential,Masonry,967254.42
704346,Commercial,Reinforced Concrete,24480000
107211,Residential,Wood,488736.65
844915,Residential,Masonry,771702.39
403895,Residential,Wood,22895.25
777606,Residential,Wood,17761.17
650491,Residential,Wood,3674.29
842165,Residential,Wood,21985.56
392695,Residential,Wood,121200.88
208692,Residential,Wood,40436.19
570061,Residential,Wood,30228.33
355655,Residential,Wood,2127.25
450122,Residential,Wood,62115.95
263885,Residential,Wood,14352.4
359751,Residential,Wood,28025.36
878311,Residential,Masonry,782382.56
878949,Commercial,Reinforced Masonry,5167386.84
898273,Commercial,Reinforced Masonry,3400056
942976,Commercial,Reinforced Masonry,4181091.95
380514,Residential,Masonry,2300604.31
967020,Commercial,Steel Frame,46980000
592689,Residential,Wood,336833.74
368577,Residential,Masonry,622608.11
339207,Residential,Wood,6218.56
938391,Residential,Wood,52669.92
331929,Residential,Wood,423186.74
111754,Residential,Wood,32682.38
368603,Commercial,Reinforced Concrete,8451110.18
567171,Commercial,Reinforced Masonry,7753770.47
525411,Commercial,Reinforced Masonry,6078789.58
229937,Residential,Wood,111018.89
475714,Residential,Wood,193712.45
834814,Residential,Wood,152394.36
532329,Residential,Wood,106143.57
809452,Commercial,Reinforced Concrete,15210000
141605,Residential,Masonry,2115092.27
418106,Residential,Masonry,442149.44
475275,Residential,Wood,90503.59
614596,Residential,Wood,92641.07
350478,Residential,Wood,63644.94
683291,Residential,Wood,72902.39
163398,Residential,Wood,105192.17
443066,Commercial,Reinforced Masonry,9540000
912461,Commercial,Reinforced Masonry,6484652.11
286489,Residential,Wood,191830.92
947745,Residential,Wood,26966.23
564328,Commercial,Reinforced Masonry,3478375.67
263030,Commercial,Reinforced Masonry,2815905.36
324802,Residential,Wood,230003.6
758933,Commercial,Reinforced Concrete,20340000
301891,Residential,Masonry,556460.09
595307,Residential,Masonry,565208.37
679526,Residential,Masonry,810171.95
324100,Residential,Wood,44726.91
847601,Residential,Wood,40657.81
750302,Residential,Wood,75638.56
134773,Residential,Wood,39000.94
853479,Residential,Wood,71840.9
897649,Residential,Wood,96414.92
816178,Residential,Wood,21865
635418,Residential,Masonry,410994.77
646528,Residential,Wood,46064.1
540131,Residential,Wood,62124.23
122986,Residential,Wood,15424.06
300460,Residential,Masonry,1033285.98
391778,Residential,Wood,8531.72
701724,Residential,Wood,5673.02
578348,Residential,Wood,10708.93
341362,Commercial,Reinforced Concrete,12510000
602249,Residential,Masonry,1491953.16
940085,Residential,Masonry,2459429.57
259060,Residential,Wood,36245.88
220928,Commercial,Reinforced Masonry,6471447.15
907519,Residential,Masonry,656523.06
585059,Residential,Wood,68576.96
220763,Residential,Wood,93521.83
543092,Residential,Wood,113987.69
320290,Residential,Wood,112812.32
732471,Residential,Wood,119558.03
619811,Residential,Wood,40644.39
411705,Residential,Wood,84441.47
120280,Residential,Wood,62315.94
825437,Residential,Wood,106726.73
337470,Residential,Wood,81984.78
771240,Residential,Wood,74982.88
174690,Residential,Wood,123763.2
689193,Residential,Wood,72467.57
410861,Residential,Wood,90628.58
403181,Residential,Wood,97780.21
941260,Residential,Wood,63242.63
864667,Residential,Wood,303593.47
815503,Residential,Wood,116354.34
483977,Residential,Wood,9276.18
744380,Commercial,Reinforced Masonry,7889731.05
166354,Residential,Masonry,616709.81
569167,Commercial,Reinforced Concrete,11610000
670492,Residential,Wood,146845.33
491842,Residential,Wood,164975.62
897497,Commercial,Reinforced Masonry,5995872.73
174215,Commercial,Reinforced Masonry,5740683.21
572452,Commercial,Reinforced Masonry,8254631.09
828708,Residential,Wood,82705.63
969338,Residential,Wood,142602.73
248482,Residential,Wood,372702.36
787722,Residential,Wood,114940.56
118002,Commercial,Reinforced Masonry,9180000
642868,Commercial,Reinforced Masonry,3576380.51
483359,Commercial,Reinforced Concrete,25830000
317177,Residential,Wood,82305.89
158426,Residential,Wood,79626.4
504056,Residential,Wood,77298.45
390139,Residential,Wood,112838.65
405726,Residential,Wood,101367
619156,Residential,Wood,69782.9
887032,Residential,Wood,102851.99
913600,Residential,Wood,126943.98
520923,Residential,Wood,106611.53
362284,Residential,Wood,169111.09
507402,Residential,Wood,131094.96
485885,Residential,Wood,203793.41
552026,Residential,Wood,171950.69
505328,Residential,Wood,175288.92
936074,Commercial,Reinforced Masonry,10980000
442359,Commercial,Reinforced Masonry,7317911.06
440356,Residential,Wood,37412.85
533834,Commercial,Reinforced Concrete,21690000
191384,Residential,Wood,172207.88
595139,Residential,Wood,188243.66
598142,Residential,Wood,86500.22
945114,Residential,Wood,22028.91
461676,Residential,Wood,2475.78
878622,Residential,Wood,127931.19
707976,Commercial,Reinforced Masonry,2617181.56
625228,Residential,Masonry,609725
363209,Residential,Wood,1818.45
567556,Residential,Wood,511.74
927372,Residential,Wood,57924.26
459832,Residential,Wood,6527.42
534744,Residential,Wood,33878.18
128751,Residential,Wood,7023.64
731030,Residential,Wood,33101.66
575413,Residential,Wood,10666.84
433771,Residential,Wood,1885.03
152774,Residential,Wood,8280.95
738929,Residential,Masonry,1651483.88
413346,Commercial,Reinforced Masonry,4450484.39
673044,Residential,Wood,5992.67
882773,Residential,Wood,36147.69
235484,Residential,Wood,44039.47
439510,Residential,Wood,18464.95
156976,Residential,Wood,1628.86
734822,Residential,Wood,6991.19
480851,Residential,Wood,195615
993698,Commercial,Reinforced Masonry,4359843.88
357491,Residential,Masonry,1156390.83
338428,Residential,Wood,144554.16
186726,Residential,Masonry,1096635.91
273557,Commercial,Reinforced Masonry,2474121.93
597153,Residential,Wood,54037.81
932194,Residential,Wood,88649.55
604799,Commercial,Reinforced Masonry,5548255.87
175432,Residential,Masonry,1064130.93
667177,Residential,Masonry,742358.45
826578,Residential,Masonry,1512921.56
404873,Residential,Wood,354184.91
679899,Residential,Wood,251742.95
703859,Residential,Wood,21532.39
601803,Commercial,Reinforced Masonry,11790000
679269,Residential,Wood,80390.39
752720,Residential,Wood,55424.84
827123,Residential,Wood,67094.51
844961,Residential,Wood,99847.86
623087,Residential,Wood,60489.85
323587,Residential,Wood,65152.12
198707,Residential,Wood,82586.89
361681,Commercial,Reinforced Concrete,28350000
478445,Residential,Wood,100225
513813,Residential,Wood,197081.94
720864,Residential,Wood,143341.23
279347,Residential,Wood,154979.57
292529,Residential,Wood,173976.49
742596,Residential,Wood,105025.55
940961,Residential,Masonry,297844.16
332298,Residential,Wood,61167.05
479485,Residential,Wood,106099.94
933665,Residential,Wood,110549.53
886822,Residential,Wood,154373.51
599477,Residential,Wood,146366.29
824451,Residential,Wood,158884.09
752209,Residential,Wood,87176.74
912267,Residential,Wood,107122.18
789942,Residential,Wood,115123.68
122769,Residential,Wood,92360.22
357919,Residential,Wood,151480.37
828686,Residential,Masonry,468843.01
606572,Residential,Masonry,536577.62
550757,Residential,Wood,10745.15
972911,Residential,Wood,98517.96
494523,Residential,Wood,42627.53
458983,Commercial,Reinforced Masonry,2766781.9
848223,Residential,Masonry,1639679.11
306583,Commercial,Reinforced Masonry,4079639.38
621868,Residential,Masonry,1185566.38
700217,Residential,Masonry,964347.98
642910,Commercial,Reinforced Masonry,7588171
948516,Residential,Wood,376144.59
995806,Residential,Wood,8856.24
170793,Residential,Masonry,748661.81
396106,Residential,Wood,391668.59
572698,Residential,Masonry,831312.62
701280,Residential,Wood,458299.11
327353,Residential,Wood,120542.61
685655,Residential,Wood,320296.51
212228,Residential,Masonry,835198.48
360535,Residential,Masonry,1002995.74
967511,Residential,Masonry,553981.91
283401,Residential,Masonry,472440.05
950664,Residential,Wood,26127.59
505137,Residential,Wood,1601.78
399547,Residential,Wood,276407.16
855765,Residential,Masonry,1141911.07
507036,Residential,Wood,270708.21
452712,Commercial,Reinforced Masonry,2591160.02
758404,Residential,Masonry,1286441.14
869799,Residential,Masonry,520324.64
594160,Residential,Wood,102075.01
292827,Residential,Wood,143945.19
613055,Residential,Wood,171344.16
282686,Residential,Wood,126465.17
955130,Residential,Wood,86430.24
182659,Residential,Wood,88893.22
130033,Residential,Wood,105045.05
737233,Commercial,Reinforced Masonry,3320977.54
971609,Residential,Wood,60927.35
744325,Residential,Wood,79130.79
994284,Residential,Wood,90645.83
126375,Residential,Wood,122954.42
427576,Residential,Wood,89520.87
181979,Residential,Wood,96130.02
479525,Residential,Wood,171023.4
385857,Residential,Wood,96846.19
736259,Residential,Wood,314439.29
773208,Commercial,Reinforced Concrete,23940000
758287,Residential,Wood,141927.55
978099,Commercial,Reinforced Masonry,12420000
593524,Commercial,Reinforced Masonry,5999863.97
595527,Commercial,Reinforced Masonry,9810000
113276,Residential,Masonry,655820.41
720690,Residential,Wood,29457.43
234346,Residential,Wood,327249.21
720523,Residential,Wood,107937.86
163202,Residential,Wood,90159.91
685203,Residential,Masonry,831529.73
326323,Commercial,Reinforced Masonry,2642631.25
972657,Commercial,Steel Frame,145800000
327104,Residential,Masonry,2056594.18
205437,Residential,Wood,70968.15
327869,Residential,Masonry,1073435.85
158569,Residential,Wood,131372.43
887084,Residential,Wood,85260.3
919791,Residential,Wood,60354.21
206103,Residential,Wood,44953.71
329980,Residential,Wood,35515.77
995482,Residential,Wood,187013.83
829482,Residential,Masonry,2389832.73
749979,Residential,Wood,43371.02
819035,Residential,Wood,390764.37
153899,Residential,Wood,193414.66
341896,Residential,Wood,77112
902564,Residential,Wood,61094.74
810765,Residential,Wood,54274
970764,Residential,Wood,81067.63
801527,Residential,Masonry,494135.98
585906,Residential,Masonry,439228.45
645081,Residential,Masonry,1082746.37
938310,Residential,Masonry,1543658.81
752920,Residential,Masonry,2388404.94
366061,Residential,Wood,216916
997133,Residential,Wood,29943.07
711226,Commercial,Reinforced Masonry,6299445.21
850361,Residential,Wood,117813.6
945211,Residential,Wood,33039.04
854435,Commercial,Reinforced Masonry,2409470.18
913044,Residential,Masonry,1947657.47
560430,Commercial,Reinforced Masonry,1958090.75
968984,Commercial,Reinforced Masonry,2265791.37
677808,Residential,Wood,118420.31
191145,Residential,Wood,139406.68
345710,Residential,Wood,156629.44
495690,Residential,Wood,179518.8
412696,Residential,Wood,152345.76
626801,Residential,Wood,119267.38
696549,Residential,Wood,112264.75
414330,Residential,Wood,106959.12
463182,Residential,Wood,91482.34
480285,Residential,Masonry,1094108.8
569701,Commercial,Reinforced Masonry,2610066.38
269632,Commercial,Reinforced Masonry,2664768.64
592360,Residential,Masonry,728087.11
549938,Residential,Wood,6619.44
849558,Residential,Wood,6264.55
798188,Residential,Wood,106657.77
774210,Residential,Wood,138640.23
296993,Residential,Wood,155202.64
933246,Residential,Wood,134418.28
496225,Residential,Wood,126384.78
359873,Residential,Wood,145909.13
502664,Residential,Wood,110583.19
830736,Residential,Wood,431852.69
875290,Residential,Masonry,1218328.55
920153,Residential,Masonry,695039.97
865113,Residential,Wood,240466.52
636392,Residential,Masonry,1251397.3
304338,Commercial,Reinforced Masonry,2140384.97
102826,Residential,Wood,115893.5
216019,Commercial,Reinforced Masonry,7379760.23
419968,Commercial,Reinforced Masonry,3973235
280852,Commercial,Reinforced Masonry,2903898.6
848964,Residential,Masonry,2599144.79
102823,Residential,Wood,29080.23
196006,Residential,Masonry,1273264.39
374303,Residential,Masonry,1145137.87
196894,Residential,Masonry,541111.03
479737,Residential,Wood,5028.67
886522,Residential,Wood,25404.59
827442,Residential,Wood,6878.71
983304,Commercial,Steel Frame,48780000
524016,Residential,Masonry,730504.4
279382,Commercial,Reinforced Masonry,2391691.52
516810,Commercial,Reinforced Concrete,35190000
272206,Residential,Masonry,1625927.49
876941,Residential,Masonry,1004110.66
417736,Residential,Masonry,567071.37
504741,Residential,Masonry,930366.89
591225,Residential,Masonry,1440039.25
707037,Residential,Masonry,758642.54
682623,Residential,Masonry,1293486.56
450755,Residential,Masonry,1663834.81
425620,Residential,Wood,44278.24
543861,Residential,Masonry,1641996.65
662205,Residential,Wood,317229.7
520160,Residential,Masonry,2609319.85
625175,Residential,Masonry,1848376.71
750661,Residential,Wood,223098.62
289822,Residential,Wood,166020.1
842154,Residential,Masonry,1599842.65
775474,Residential,Masonry,575415.36
427450,Residential,Masonry,561804.21
327141,Residential,Masonry,1224630.88
923489,Residential,Masonry,529300.14
396433,Residential,Wood,126331.76
876615,Residential,Wood,95833.51
734798,Residential,Wood,95721.03
663370,Residential,Wood,9961.37
578553,Commercial,Reinforced Masonry,2937785.76
751846,Commercial,Reinforced Masonry,5026598.93
950427,Commercial,Reinforced Masonry,5553643.1
703748,Residential,Masonry,1900424.82
423885,Commercial,Reinforced Masonry,6508614.27
404352,Commercial,Reinforced Masonry,11160000
924788,Residential,Masonry,702529.37
451155,Residential,Wood,6749.96
279673,Residential,Wood,267578.11
307977,Residential,Wood,386181.43
905221,Commercial,Reinforced Masonry,15570000
988777,Commercial,Reinforced Masonry,3523354.17
746445,Commercial,Reinforced Masonry,11520000
478246,Commercial,Reinforced Masonry,2554321.77
547651,Residential,Masonry,1024781.19
106062,Residential,Wood,232922.37
486956,Residential,Wood,211875.86
925340,Residential,Masonry,1840764.51
306826,Residential,Wood,569081.18
517961,Residential,Masonry,999733.29
425743,Residential,Wood,12768.13
510731,Residential,Masonry,1277900.26
230776,Commercial,Reinforced Masonry,2099738.12
748060,Residential,Wood,54890.98
115743,Commercial,Reinforced Masonry,6045733.37
154795,Residential,Wood,76561.85
909349,Commercial,Reinforced Masonry,9450000
744898,Commercial,Reinforced Masonry,4133839.7
161276,Residential,Wood,2580.31
567438,Residential,Wood,186905.78
254048,Residential,Wood,26328.89
789016,Residential,Masonry,493083.72
619198,Residential,Wood,102635.48
704222,Residential,Wood,165519.5
466665,Residential,Wood,97117.13
564675,Residential,Wood,298265.09
385436,Residential,Wood,34409.2
609816,Residential,Wood,19272.87
737630,Residential,Wood,13171.36
243356,Residential,Wood,54409.57
408776,Residential,Wood,19480.91
985342,Residential,Wood,12444.31
714611,Residential,Wood,20647
557719,Residential,Wood,13659.28
630418,Residential,Wood,19789.5
548696,Residential,Wood,18281.82
507237,Residential,Wood,25019.53
661218,Residential,Wood,17784.36
381323,Residential,Wood,12468.85
319501,Commercial,Reinforced Masonry,2748956.9
857634,Residential,Wood,449443.63
785801,Residential,Masonry,1212978.97
592179,Residential,Wood,238177.84
751062,Residential,Masonry,663987.35
570959,Residential,Wood,94678.98
436937,Residential,Masonry,801970.64
494473,Residential,Wood,13640.72
765600,Residential,Wood,370666.88
180694,Residential,Masonry,401413.51
570916,Residential,Wood,24425.78
760654,Residential,Masonry,465125.94
738489,Residential,Wood,109112.55
822214,Residential,Wood,60391.81
101454,Residential,Wood,4788.85
673394,Commercial,Reinforced Masonry,7379486.61
742790,Residential,Masonry,1150493.89
241540,Residential,Masonry,588462.52
101230,Residential,Wood,217223.14
881919,Residential,Wood,31848.25
372389,Commercial,Reinforced Concrete,24390000
611531,Commercial,Reinforced Masonry,2802057.3
757525,Residential,Wood,59698.8
280516,Commercial,Reinforced Masonry,5270870.64
509965,Commercial,Reinforced Masonry,2789003
602850,Residential,Masonry,1295709.14
480708,Commercial,Reinforced Masonry,2972488.74
752186,Residential,Masonry,2379198.09
908972,Commercial,Reinforced Concrete,19620000
538569,Residential,Masonry,401149.33
247873,Commercial,Reinforced Masonry,2822200
546523,Residential,Masonry,650570.41
395097,Residential,Wood,290611.45
551367,Residential,Wood,115073.18
575836,Residential,Wood,117533.26
311481,Residential,Wood,54277.39
852171,Residential,Wood,24829.46
958147,Residential,Masonry,354393.63
466861,Residential,Wood,283271.86
342670,Residential,Wood,104976
389058,Residential,Wood,186810.62
344600,Residential,Masonry,791922.73
369051,Commercial,Reinforced Masonry,2608789.48
904050,Residential,Masonry,879444.95
282785,Residential,Masonry,453768.71
731169,Commercial,Reinforced Concrete,27360000
876539,Commercial,Steel Frame,189900000
169519,Commercial,Reinforced Masonry,4068117.93
460154,Commercial,Reinforced Concrete,15390000
119453,Commercial,Reinforced Masonry,2570361.22
865662,Residential,Masonry,857788.75
304619,Commercial,Reinforced Concrete,14310000
474676,Commercial,Reinforced Concrete,7480149.55
481995,Residential,Masonry,614219.91
770565,Residential,Wood,63087.21
514332,Residential,Masonry,1403716.16
506929,Residential,Masonry,1789024.64
780441,Residential,Masonry,2260900.89
864183,Residential,Wood,173957.51
284065,Residential,Wood,226448.71
739397,Residential,Wood,119953.98
919963,Residential,Wood,196265.46
291047,Residential,Wood,190007.49
863445,Residential,Wood,99508.85
295233,Residential,Wood,184629.92
778699,Residential,Wood,107816.42
104541,Residential,Wood,113609.23
543925,Residential,Wood,110609.71
753779,Residential,Wood,179522.96
114464,Commercial,Reinforced Masonry,9900000
488732,Residential,Masonry,1164022.9
487222,Commercial,Reinforced Concrete,20070000
431540,Commercial,Reinforced Concrete,26100000
237268,Commercial,Reinforced Masonry,5206330.11
395405,Commercial,Reinforced Concrete,26190000
579546,Residential,Wood,51672.04
933623,Residential,Wood,92234.15
890320,Residential,Wood,301903.84
899456,Residential,Masonry,2163128.78
648777,Residential,Wood,48581.02
401721,Commercial,Reinforced Concrete,9180000
245201,Commercial,Steel Frame,49140000
963327,Commercial,Reinforced Masonry,2898452.91
928838,Commercial,Steel Frame,391500000
882224,Commercial,Reinforced Masonry,4258331.78
546139,Residential,Masonry,2117204.61
999808,Residential,Wood,267785.93
324280,Commercial,Reinforced Concrete,15570000
368017,Residential,Masonry,988137.54
859702,Residential,Masonry,1864710.08
164981,Commercial,Reinforced Concrete,12330000
669652,Commercial,Reinforced Concrete,15300000
109892,Commercial,Reinforced Concrete,11700000
406838,Residential,Masonry,303937.92
913405,Residential,Wood,230234.79
554567,Residential,Masonry,1062453.03
870480,Residential,Masonry,1798827.68
551665,Residential,Wood,113637.76
738177,Residential,Masonry,1109923.43
278723,Residential,Masonry,810809.03
995543,Commercial,Reinforced Concrete,13590000
487904,Residential,Masonry,885909.96
873541,Residential,Wood,152512.15
958487,Residential,Masonry,716397.47
502894,Residential,Wood,98295
520240,Commercial,Reinforced Masonry,2945333.47
402681,Commercial,Reinforced Masonry,3399541.53
902316,Commercial,Reinforced Masonry,2877538.74
341889,Residential,Masonry,1633547.92
410346,Residential,Wood,22942.77
459633,Residential,Masonry,350117.69
378305,Residential,Masonry,429389.62
371805,Residential,Masonry,591913.13
202307,Commercial,Reinforced Masonry,9900000
335540,Commercial,Reinforced Masonry,2395769.22
921553,Commercial,Steel Frame,34380000
951481,Residential,Masonry,495306.9
596252,Residential,Masonry,803848
796222,Commercial,Reinforced Concrete,14580000
737779,Commercial,Reinforced Masonry,2908069.02
910143,Residential,Masonry,1914742.15
436594,Residential,Masonry,318247.27
688359,Commercial,Reinforced Masonry,2672187.84
861346,Residential,Masonry,1258947.73
761129,Residential,Masonry,808673.74
210613,Residential,Masonry,2579805.77
200495,Residential,Wood,208964.77
608271,Residential,Wood,69241.39
323774,Residential,Wood,42473.14
551721,Residential,Masonry,1004468.09
495689,Residential,Wood,6855.5
825160,Residential,Wood,30530.19
763893,Residential,Wood,269993.24
574795,Residential,Wood,179344.09
337851,Residential,Wood,67369.47
249205,Residential,Wood,48427.25
480325,Residential,Masonry,479895.56
419943,Residential,Wood,44273.35
333696,Residential,Masonry,509988.88
378254,Residential,Wood,44219.67
117340,Residential,Wood,28659.53
109518,Residential,Wood,203616.36
291779,Residential,Wood,152670.2
371929,Residential,Wood,181249.66
855093,Residential,Wood,152419.02
342262,Residential,Wood,166903.87
542919,Residential,Wood,132473.41
971174,Residential,Wood,222984.45
319566,Residential,Wood,283784.06
416473,Residential,Wood,175526.21
478961,Residential,Wood,225417.12
662198,Residential,Wood,124090.38
636696,Commercial,Reinforced Masonry,9450000
422878,Commercial,Reinforced Masonry,7160784.24
915505,Residential,Wood,28438.43
187179,Residential,Wood,87810.81
233724,Residential,Wood,77048.95
615387,Residential,Wood,96780.68
180822,Residential,Masonry,1092419.86
952183,Residential,Masonry,774629.71
